Variables,Adjusted R²,AIC
"transportation_area_norm, public_services_norm, entropy_landuse",0.0470989098347846,1051.0921861338381
"farming_area_norm, energy_area_norm, transportation_area_norm, public_services_norm, built_area_norm, entropy_production, entropy_landuse",0.04708853300910343,1055.0311892991303
"energy_area_norm, transportation_area_norm, retail_count_norm, built_area_norm, entropy_landuse",0.04707536176754967,1053.0744210471034
"energy_area_norm, transportation_area_norm, retail_count_norm, public_services_norm, entropy_production, entropy_landuse",0.046975981163207,1054.095888092988
"farming_area_norm, transportation_area_norm, retail_count_norm, built_area_norm, entropy_landuse",0.04692528686134134,1053.133474676795
"pasture_area_norm, energy_area_norm, transportation_area_norm, built_area_norm, entropy_landuse",0.04691521605489091,1053.1374371494262
"energy_area_norm, transportation_area_norm, retail_count_norm, road_length_norm, entropy_production, entropy_landuse",0.04691121085241545,1054.1213733281265
"energy_area_norm, transportation_area_norm, public_services_norm, built_area_norm, entropy_landuse",0.046888578714661344,1053.1479177101987
"transportation_area_norm, retail_count_norm, public_services_norm, built_area_norm, entropy_production, entropy_landuse",0.04687506579737788,1054.135594604025
"pasture_area_norm, energy_area_norm, public_services_norm, road_length_norm, built_area_norm, entropy_production, entropy_landuse",0.046823043536458164,1055.135653028788
"aquaculture_area_norm, energy_area_norm, public_services_norm, road_length_norm, built_area_norm, entropy_production, entropy_landuse",0.04677586732815597,1055.1542126888908
"pasture_area_norm, transportation_area_norm, retail_count_norm, public_services_norm, road_length_norm, entropy_production, entropy_landuse",0.04675544212728522,1055.1622479116718
"aquaculture_area_norm, transportation_area_norm, retail_count_norm, public_services_norm, road_length_norm, entropy_production, entropy_landuse",0.046734029752210415,1055.1706713014564
"energy_area_norm, transportation_area_norm, public_services_norm, entropy_landuse",0.04670517771379168,1052.2349551665657
"farming_area_norm, aquaculture_area_norm, transportation_area_norm, built_area_norm, entropy_production, entropy_landuse",0.046660655262614315,1054.219943366038
"aquaculture_area_norm, energy_area_norm, transportation_area_norm, retail_count_norm, public_services_norm, road_length_norm, entropy_production, entropy_landuse",0.04665964157749003,1056.176740315253
"pasture_area_norm, energy_area_norm, transportation_area_norm, retail_count_norm, public_services_norm, road_length_norm, entropy_production, entropy_landuse",0.04663321526490305,1056.1871350602
"pasture_area_norm, transportation_area_norm, retail_count_norm, built_area_norm, entropy_production, entropy_landuse",0.046625702463269914,1054.2336919431343
"pasture_area_norm, public_services_norm, road_length_norm, built_area_norm, entropy_production, entropy_landuse",0.04662184101647193,1054.2352108005448
"aquaculture_area_norm, public_services_norm, road_length_norm, built_area_norm, entropy_production, entropy_landuse",0.046617115380972796,1054.2370695686564
"pasture_area_norm, energy_area_norm, road_length_norm, built_area_norm, entropy_production, entropy_landuse",0.04660636420795916,1054.2412983703402
"aquaculture_area_norm, road_length_norm, built_area_norm, entropy_production, entropy_landuse",0.04659781850388556,1053.2622993539776
"aquaculture_area_norm, energy_area_norm, road_length_norm, built_area_norm, entropy_production, entropy_landuse",0.04658712328623016,1054.2488663596473
"pasture_area_norm, road_length_norm, built_area_norm, entropy_production, entropy_landuse",0.046579342208391994,1053.2695665323095
"transportation_area_norm, retail_count_norm, public_services_norm, road_length_norm, entropy_landuse",0.046566742342137535,1053.2745222867145
"farming_area_norm, transportation_area_norm, public_services_norm, built_area_norm, entropy_landuse",0.04656648211218928,1053.2746246391512
"aquaculture_area_norm, transportation_area_norm, retail_count_norm, built_area_norm, entropy_production, entropy_landuse",0.04656267333428232,1054.258482984975
"farming_area_norm, aquaculture_area_norm, transportation_area_norm, retail_count_norm, built_area_norm, entropy_production, entropy_landuse",0.046538763640535996,1055.2474780852274
"pasture_area_norm, energy_area_norm, transportation_area_norm, built_area_norm, entropy_production, entropy_landuse",0.04652188823776704,1054.2745239806977
"aquaculture_area_norm, energy_area_norm, transportation_area_norm, built_area_norm, entropy_production, entropy_landuse",0.046507477758222615,1054.2801915350196
"farming_area_norm, transportation_area_norm, retail_count_norm, public_services_norm, built_area_norm, entropy_production, entropy_landuse",0.04649334690308604,1055.2653402386923
"aquaculture_area_norm, pasture_area_norm, energy_area_norm, retail_count_norm, road_length_norm, built_area_norm, entropy_production, entropy_landuse",0.046486040722275246,1056.2450206450935
"farming_area_norm, pasture_area_norm, transportation_area_norm, built_area_norm, entropy_production, entropy_landuse",0.0464689803306545,1054.2953319200465
"energy_area_norm, transportation_area_norm, retail_count_norm, public_services_norm, road_length_norm, entropy_landuse",0.04646006150639426,1054.298839455079
"pasture_area_norm, transportation_area_norm, retail_count_norm, built_area_norm, entropy_landuse",0.04640995888129262,1053.3361825695092
"aquaculture_area_norm, pasture_area_norm, retail_count_norm, road_length_norm, built_area_norm, entropy_production, entropy_landuse",0.046379923309361026,1055.309945399988
"farming_area_norm, pasture_area_norm, transportation_area_norm, retail_count_norm, built_area_norm, entropy_production, entropy_landuse",0.046368172357917015,1055.3145662964534
"farming_area_norm, energy_area_norm, transportation_area_norm, retail_count_norm, built_area_norm, entropy_landuse",0.0463596762459656,1054.3383160304618
"pasture_area_norm, energy_area_norm, public_services_norm, road_length_norm, built_area_norm, entropy_landuse",0.046334041099279855,1054.348396404123
"energy_area_norm, transportation_area_norm, retail_count_norm, public_services_norm, built_area_norm, entropy_production, entropy_landuse",0.04629440270610119,1055.3435738743292
"transportation_area_norm, public_services_norm, road_length_norm, entropy_landuse",0.04625501478655292,1052.4119951005891
"farming_area_norm, transportation_area_norm, retail_count_norm, entropy_production, entropy_landuse",0.04622277087438709,1053.40978716985
"farming_area_norm, aquaculture_area_norm, energy_area_norm, retail_count_norm, public_services_norm, road_length_norm, built_area_norm, entropy_production, entropy_landuse",0.04619180893407371,1057.3347264671684
"aquaculture_area_norm, transportation_area_norm, built_area_norm, entropy_landuse",0.04615855147418857,1052.449921289964
"energy_area_norm, retail_count_norm, road_length_norm, built_area_norm, entropy_landuse",0.0461574974002712,1053.435450096686
"farming_area_norm, pasture_area_norm, transportation_area_norm, built_area_norm, entropy_landuse",0.0461437826275245,1053.4408419751062
"farming_area_norm, transportation_area_norm, retail_count_norm, public_services_norm, entropy_production, entropy_landuse",0.046141543678679175,1054.4240824948424
"energy_area_norm, transportation_area_norm, public_services_norm, road_length_norm, entropy_landuse",0.046129716947166055,1053.4463717301662
"retail_count_norm, road_length_norm, built_area_norm, entropy_landuse",0.046129029959119494,1052.4615274084167
"transportation_area_norm, retail_count_norm, public_services_norm, entropy_landuse",0.046121774409626615,1052.464379807533
"transportation_area_norm, retail_count_norm, entropy_landuse",0.046098602819265255,1051.485635552664
"pasture_area_norm, energy_area_norm, road_length_norm, built_area_norm, entropy_landuse",0.046072719351820224,1053.4687788226875
"farming_area_norm, energy_area_norm, transportation_area_norm, public_services_norm, built_area_norm, entropy_landuse",0.04606975117428569,1054.4523059444182
"farming_area_norm, aquaculture_area_norm, energy_area_norm, transportation_area_norm, built_area_norm, entropy_production, entropy_landuse",0.04605722347796837,1055.4368218881968
"farming_area_norm, transportation_area_norm, public_services_norm, entropy_production, entropy_landuse",0.046048629636166294,1053.4782486528218
"farming_area_norm, aquaculture_area_norm, retail_count_norm, public_services_norm, road_length_norm, built_area_norm, entropy_production, entropy_landuse",0.04603297007341989,1056.4231629149012
"pasture_area_norm, energy_area_norm, retail_count_norm, public_services_norm, road_length_norm, built_area_norm, entropy_landuse",0.04601431723988214,1055.4536881802287
"pasture_area_norm, transportation_area_norm, public_services_norm, built_area_norm, entropy_landuse",0.04600480743335755,1053.4954748439272
"pasture_area_norm, energy_area_norm, transportation_area_norm, retail_count_norm, built_area_norm, entropy_production, entropy_landuse",0.045977750130838935,1055.4680619840883
"pasture_area_norm, energy_area_norm, transportation_area_norm, retail_count_norm, built_area_norm, entropy_landuse",0.04595191959449807,1054.4986239154346
"aquaculture_area_norm, energy_area_norm, transportation_area_norm, retail_count_norm, built_area_norm, entropy_production, entropy_landuse",0.04594663205611038,1055.4802934469453
"pasture_area_norm, public_services_norm, road_length_norm, built_area_norm, entropy_landuse",0.04593321719299015,1053.523614747659
"farming_area_norm, energy_area_norm, transportation_area_norm, retail_count_norm, public_services_norm, built_area_norm, entropy_production, entropy_landuse",0.04592809685079258,1056.4643858248148
"farming_area_norm, aquaculture_area_norm, energy_area_norm, transportation_area_norm, retail_count_norm, built_area_norm, entropy_production, entropy_landuse",0.045924442865663995,1056.4658220287265
"farming_area_norm, pasture_area_norm, energy_area_norm, retail_count_norm, public_services_norm, road_length_norm, built_area_norm, entropy_production, entropy_landuse",0.0459054643057798,1057.4472890573993
"pasture_area_norm, road_length_norm, built_area_norm, entropy_landuse",0.04585254936020067,1052.5702058406546
"farming_area_norm, pasture_area_norm, energy_area_norm, transportation_area_norm, built_area_norm, entropy_production, entropy_landuse",0.045821123154248466,1055.529622702747
"pasture_area_norm, energy_area_norm, transportation_area_norm, retail_count_norm, public_services_norm, road_length_norm, entropy_landuse",0.04581388801856967,1055.532466158685
"pasture_area_norm, transportation_area_norm, retail_count_norm, public_services_norm, road_length_norm, entropy_landuse",0.04573121218526821,1054.5853655674196
"farming_area_norm, pasture_area_norm, retail_count_norm, public_services_norm, road_length_norm, built_area_norm, entropy_production, entropy_landuse",0.04572488297987376,1056.5442509657742
"farming_area_norm, pasture_area_norm, energy_area_norm, transportation_area_norm, retail_count_norm, built_area_norm, entropy_production, entropy_landuse",0.045697988131360945,1056.554819643393
"farming_area_norm, energy_area_norm, transportation_area_norm, retail_count_norm, entropy_production, entropy_landuse",0.04569381617966917,1054.6000608267725
"farming_area_norm, pasture_area_norm, energy_area_norm, transportation_area_norm, built_area_norm, entropy_landuse",0.045689330052942845,1054.601823671441
